#DH(SLy4)+HP EOS for the outer crust, NL3omegarho EOS for the inner crust and core                                            
#    nb/nb0        nb(fm^-3)     eng(MeV/fm^3)  Prs(MeV/fm^3)   eng(g/cm^3)  Pres(dyn/cm^2)    muB(MeV)    mue(MeV)    h=ln(mub/mN)
   0.202153E+01   0.299186E+00   0.296874E+03   0.381694E+02   0.529238E+15   0.611551E+35   0.111985E+04   0.172978E+03   0.176136E+00
   0.202355E+01   0.299485E+00   0.297210E+03   0.383165E+02   0.529836E+15   0.613907E+35   0.112034E+04   0.173061E+03   0.176574E+00
   0.202557E+01   0.299785E+00   0.297545E+03   0.384641E+02   0.530434E+15   0.616271E+35   0.112084E+04   0.173144E+03   0.177014E+00
   0.202760E+01   0.300085E+00   0.297882E+03   0.386121E+02   0.531034E+15   0.618643E+35   0.112133E+04   0.173227E+03   0.177454E+00
   0.202963E+01   0.300385E+00   0.298218E+03   0.387607E+02   0.531634E+15   0.621023E+35   0.112182E+04   0.173310E+03   0.177895E+00
   0.203166E+01   0.300686E+00   0.298556E+03   0.389097E+02   0.532235E+15   0.623412E+35   0.112232E+04   0.173393E+03   0.178337E+00
   0.203369E+01   0.300986E+00   0.298893E+03   0.390593E+02   0.532837E+15   0.625808E+35   0.112282E+04   0.173476E+03   0.178780E+00
   0.203573E+01   0.301288E+00   0.299231E+03   0.392093E+02   0.533440E+15   0.628212E+35   0.112332E+04   0.173559E+03   0.179224E+00
   0.203776E+01   0.301589E+00   0.299570E+03   0.393599E+02   0.534044E+15   0.630625E+35   0.112381E+04   0.173642E+03   0.179669E+00
   0.203980E+01   0.301891E+00   0.299909E+03   0.395110E+02   0.534648E+15   0.633045E+35   0.112432E+04   0.173724E+03   0.180114E+00
   0.204184E+01   0.302193E+00   0.300249E+03   0.396626E+02   0.535254E+15   0.635474E+35   0.112482E+04   0.173807E+03   0.180560E+00
   0.204389E+01   0.302495E+00   0.300589E+03   0.398147E+02   0.535860E+15   0.637911E+35   0.112532E+04   0.173890E+03   0.181007E+00
   0.204593E+01   0.302798E+00   0.300930E+03   0.399673E+02   0.536468E+15   0.640356E+35   0.112582E+04   0.173973E+03   0.181455E+00
   0.204798E+01   0.303101E+00   0.301271E+03   0.401204E+02   0.537076E+15   0.642809E+35   0.112633E+04   0.174056E+03   0.181904E+00
   0.205003E+01   0.303404E+00   0.301613E+03   0.402740E+02   0.537685E+15   0.645270E+35   0.112684E+04   0.174138E+03   0.182354E+00
   0.205208E+01   0.303708E+00   0.301955E+03   0.404282E+02   0.538295E+15   0.647740E+35   0.112734E+04   0.174221E+03   0.182804E+00
   0.205413E+01   0.304011E+00   0.302297E+03   0.405828E+02   0.538906E+15   0.650218E+35   0.112785E+04   0.174304E+03   0.183256E+00
   0.205619E+01   0.304316E+00   0.302641E+03   0.407380E+02   0.539517E+15   0.652704E+35   0.112836E+04   0.174386E+03   0.183708E+00
   0.205824E+01   0.304620E+00   0.302984E+03   0.408937E+02   0.540130E+15   0.655198E+35   0.112887E+04   0.174469E+03   0.184161E+00
   0.206030E+01   0.304925E+00   0.303328E+03   0.410499E+02   0.540743E+15   0.657701E+35   0.112939E+04   0.174552E+03   0.184615E+00
   0.206236E+01   0.305230E+00   0.303673E+03   0.412066E+02   0.541358E+15   0.660212E+35   0.112990E+04   0.174635E+03   0.185070E+00
   0.206443E+01   0.305535E+00   0.304018E+03   0.413638E+02   0.541973E+15   0.662732E+35   0.113042E+04   0.174717E+03   0.185525E+00
   0.206649E+01   0.305841E+00   0.304364E+03   0.415216E+02   0.542589E+15   0.665259E+35   0.113093E+04   0.174800E+03   0.185982E+00
   0.206856E+01   0.306147E+00   0.304710E+03   0.416799E+02   0.543206E+15   0.667795E+35   0.113145E+04   0.174882E+03   0.186439E+00
   0.207063E+01   0.306453E+00   0.305056E+03   0.418387E+02   0.543824E+15   0.670340E+35   0.113197E+04   0.174965E+03   0.186897E+00
   0.207270E+01   0.306760E+00   0.305404E+03   0.419980E+02   0.544443E+15   0.672893E+35   0.113249E+04   0.175048E+03   0.187356E+00
   0.207478E+01   0.307067E+00   0.305751E+03   0.421579E+02   0.545063E+15   0.675454E+35   0.113301E+04   0.175130E+03   0.187816E+00
   0.207685E+01   0.307374E+00   0.306099E+03   0.423183E+02   0.545683E+15   0.678024E+35   0.113353E+04   0.175213E+03   0.188277E+00
   0.207893E+01   0.307681E+00   0.306448E+03   0.424792E+02   0.546305E+15   0.680602E+35   0.113405E+04   0.175295E+03   0.188738E+00
   0.208101E+01   0.307989E+00   0.306797E+03   0.426406E+02   0.546927E+15   0.683188E+35   0.113458E+04   0.175378E+03   0.189201E+00
   0.208309E+01   0.308297E+00   0.307147E+03   0.428026E+02   0.547551E+15   0.685784E+35   0.113510E+04   0.175460E+03   0.189664E+00
   0.208518E+01   0.308606E+00   0.307497E+03   0.429651E+02   0.548175E+15   0.688387E+35   0.113563E+04   0.175543E+03   0.190128E+00
   0.208726E+01   0.308915E+00   0.307848E+03   0.431282E+02   0.548800E+15   0.690999E+35   0.113616E+04   0.175625E+03   0.190593E+00
   0.208935E+01   0.309224E+00   0.308199E+03   0.432917E+02   0.549427E+15   0.693620E+35   0.113669E+04   0.175708E+03   0.191058E+00
   0.209144E+01   0.309533E+00   0.308551E+03   0.434558E+02   0.550054E+15   0.696249E+35   0.113722E+04   0.175790E+03   0.191525E+00
   0.209353E+01   0.309843E+00   0.308903E+03   0.436205E+02   0.550682E+15   0.698887E+35   0.113775E+04   0.175873E+03   0.191992E+00
   0.209563E+01   0.310153E+00   0.309256E+03   0.437856E+02   0.551310E+15   0.701533E+35   0.113828E+04   0.175955E+03   0.192460E+00
   0.209772E+01   0.310463E+00   0.309609E+03   0.439513E+02   0.551940E+15   0.704188E+35   0.113882E+04   0.176037E+03   0.192929E+00
   0.209982E+01   0.310774E+00   0.309963E+03   0.441176E+02   0.552571E+15   0.706852E+35   0.113935E+04   0.176120E+03   0.193399E+00
   0.210192E+01   0.311085E+00   0.310317E+03   0.442844E+02   0.553203E+15   0.709524E+35   0.113989E+04   0.176202E+03   0.193870E+00
   0.210403E+01   0.311396E+00   0.310672E+03   0.444517E+02   0.553835E+15   0.712205E+35   0.114043E+04   0.176285E+03   0.194342E+00
   0.210613E+01   0.311707E+00   0.311028E+03   0.446196E+02   0.554469E+15   0.714895E+35   0.114096E+04   0.176367E+03   0.194814E+00
   0.210824E+01   0.312019E+00   0.311384E+03   0.447880E+02   0.555103E+15   0.717593E+35   0.114150E+04   0.176449E+03   0.195287E+00
   0.211035E+01   0.312331E+00   0.311740E+03   0.449569E+02   0.555739E+15   0.720300E+35   0.114205E+04   0.176531E+03   0.195761E+00
   0.211246E+01   0.312644E+00   0.312097E+03   0.451264E+02   0.556375E+15   0.723016E+35   0.114259E+04   0.176614E+03   0.196236E+00
   0.211457E+01   0.312957E+00   0.312454E+03   0.452965E+02   0.557012E+15   0.725740E+35   0.114313E+04   0.176696E+03   0.196712E+00
   0.211669E+01   0.313270E+00   0.312812E+03   0.454671E+02   0.557651E+15   0.728474E+35   0.114368E+04   0.176778E+03   0.197188E+00
   0.211881E+01   0.313583E+00   0.313171E+03   0.456382E+02   0.558290E+15   0.731216E+35   0.114422E+04   0.176860E+03   0.197665E+00
   0.212093E+01   0.313897E+00   0.313530E+03   0.458099E+02   0.558930E+15   0.733967E+35   0.114477E+04   0.176942E+03   0.198144E+00
   0.212305E+01   0.314211E+00   0.313890E+03   0.459822E+02   0.559571E+15   0.736726E+35   0.114532E+04   0.177025E+03   0.198623E+00
   0.212517E+01   0.314525E+00   0.314250E+03   0.461550E+02   0.560213E+15   0.739495E+35   0.114587E+04   0.177107E+03   0.199102E+00
   0.212730E+01   0.314840E+00   0.314610E+03   0.463283E+02   0.560856E+15   0.742272E+35   0.114642E+04   0.177189E+03   0.199583E+00
   0.212943E+01   0.315155E+00   0.314972E+03   0.465022E+02   0.561500E+15   0.745058E+35   0.114697E+04   0.177271E+03   0.200064E+00
   0.213156E+01   0.315470E+00   0.315333E+03   0.466767E+02   0.562145E+15   0.747853E+35   0.114752E+04   0.177353E+03   0.200547E+00
   0.213369E+01   0.315786E+00   0.315696E+03   0.468517E+02   0.562791E+15   0.750657E+35   0.114808E+04   0.177435E+03   0.201030E+00
   0.213582E+01   0.316102E+00   0.316058E+03   0.470272E+02   0.563437E+15   0.753470E+35   0.114863E+04   0.177517E+03   0.201514E+00
   0.213796E+01   0.316418E+00   0.316422E+03   0.472034E+02   0.564085E+15   0.756292E+35   0.114919E+04   0.177599E+03   0.201998E+00
   0.214010E+01   0.316735E+00   0.316786E+03   0.473800E+02   0.564734E+15   0.759123E+35   0.114975E+04   0.177681E+03   0.202484E+00
   0.214224E+01   0.317052E+00   0.317150E+03   0.475573E+02   0.565384E+15   0.761963E+35   0.115031E+04   0.177763E+03   0.202970E+00
   0.214439E+01   0.317369E+00   0.317515E+03   0.477351E+02   0.566034E+15   0.764811E+35   0.115087E+04   0.177845E+03   0.203457E+00
   0.214653E+01   0.317687E+00   0.317881E+03   0.479134E+02   0.566686E+15   0.767669E+35   0.115143E+04   0.177927E+03   0.203945E+00
   0.214868E+01   0.318004E+00   0.318247E+03   0.480924E+02   0.567338E+15   0.770536E+35   0.115199E+04   0.178009E+03   0.204434E+00
   0.215083E+01   0.318323E+00   0.318613E+03   0.482719E+02   0.567992E+15   0.773412E+35   0.115256E+04   0.178091E+03   0.204924E+00
   0.215298E+01   0.318641E+00   0.318981E+03   0.484519E+02   0.568647E+15   0.776297E+35   0.115312E+04   0.178173E+03   0.205414E+00
   0.215513E+01   0.318960E+00   0.319348E+03   0.486326E+02   0.569302E+15   0.779191E+35   0.115369E+04   0.178254E+03   0.205905E+00
   0.215729E+01   0.319279E+00   0.319716E+03   0.488137E+02   0.569959E+15   0.782094E+35   0.115426E+04   0.178336E+03   0.206397E+00
   0.215945E+01   0.319598E+00   0.320085E+03   0.489955E+02   0.570616E+15   0.785006E+35   0.115483E+04   0.178418E+03   0.206890E+00
   0.216161E+01   0.319918E+00   0.320455E+03   0.491778E+02   0.571274E+15   0.787927E+35   0.115540E+04   0.178500E+03   0.207384E+00
   0.216377E+01   0.320238E+00   0.320825E+03   0.493607E+02   0.571934E+15   0.790858E+35   0.115597E+04   0.178582E+03   0.207878E+00
   0.216594E+01   0.320559E+00   0.321195E+03   0.495442E+02   0.572594E+15   0.793797E+35   0.115654E+04   0.178663E+03   0.208374E+00
   0.216810E+01   0.320879E+00   0.321566E+03   0.497283E+02   0.573256E+15   0.796746E+35   0.115712E+04   0.178745E+03   0.208870E+00
   0.217027E+01   0.321200E+00   0.321938E+03   0.499129E+02   0.573918E+15   0.799704E+35   0.115769E+04   0.178827E+03   0.209367E+00
   0.217244E+01   0.321522E+00   0.322310E+03   0.500981E+02   0.574582E+15   0.802671E+35   0.115827E+04   0.178908E+03   0.209864E+00
   0.217462E+01   0.321843E+00   0.322682E+03   0.502839E+02   0.575246E+15   0.805648E+35   0.115884E+04   0.178990E+03   0.210363E+00
   0.217679E+01   0.322165E+00   0.323056E+03   0.504702E+02   0.575911E+15   0.808634E+35   0.115942E+04   0.179072E+03   0.210862E+00
   0.217897E+01   0.322488E+00   0.323429E+03   0.506571E+02   0.576578E+15   0.811628E+35   0.116000E+04   0.179153E+03   0.211362E+00
   0.218115E+01   0.322810E+00   0.323804E+03   0.508446E+02   0.577245E+15   0.814633E+35   0.116058E+04   0.179235E+03   0.211863E+00
   0.218333E+01   0.323133E+00   0.324179E+03   0.510327E+02   0.577913E+15   0.817646E+35   0.116117E+04   0.179316E+03   0.212365E+00
   0.218552E+01   0.323457E+00   0.324554E+03   0.512214E+02   0.578583E+15   0.820669E+35   0.116175E+04   0.179398E+03   0.212867E+00
   0.218770E+01   0.323780E+00   0.324930E+03   0.514106E+02   0.579253E+15   0.823701E+35   0.116233E+04   0.179479E+03   0.213370E+00
   0.218989E+01   0.324104E+00   0.325307E+03   0.516005E+02   0.579925E+15   0.826743E+35   0.116292E+04   0.179561E+03   0.213874E+00
   0.219208E+01   0.324428E+00   0.325684E+03   0.517909E+02   0.580597E+15   0.829794E+35   0.116351E+04   0.179642E+03   0.214379E+00
   0.219428E+01   0.324753E+00   0.326062E+03   0.519819E+02   0.581271E+15   0.832854E+35   0.116410E+04   0.179724E+03   0.214885E+00
   0.219647E+01   0.325078E+00   0.326440E+03   0.521735E+02   0.581945E+15   0.835924E+35   0.116469E+04   0.179805E+03   0.215391E+00
   0.219867E+01   0.325403E+00   0.326819E+03   0.523657E+02   0.582620E+15   0.839003E+35   0.116528E+04   0.179886E+03   0.215898E+00
   0.220087E+01   0.325729E+00   0.327199E+03   0.525584E+02   0.583297E+15   0.842091E+35   0.116587E+04   0.179968E+03   0.216406E+00
   0.224983E+01   0.332974E+00   0.335694E+03   0.569505E+02   0.598442E+15   0.912461E+35   0.117920E+04   0.181751E+03   0.227779E+00
   0.229987E+01   0.340381E+00   0.344479E+03   0.616396E+02   0.614103E+15   0.987590E+35   0.119313E+04   0.183522E+03   0.239521E+00
   0.235103E+01   0.347952E+00   0.353568E+03   0.666371E+02   0.630305E+15   0.106766E+36   0.120765E+04   0.185279E+03   0.251617E+00
   0.240332E+01   0.355692E+00   0.362973E+03   0.719546E+02   0.647072E+15   0.115286E+36   0.122276E+04   0.187023E+03   0.264054E+00
   0.245678E+01   0.363604E+00   0.372709E+03   0.776037E+02   0.664429E+15   0.124337E+36   0.123847E+04   0.188753E+03   0.276818E+00
   0.251143E+01   0.371692E+00   0.382792E+03   0.835964E+02   0.682403E+15   0.133938E+36   0.125477E+04   0.190470E+03   0.289893E+00
   0.256730E+01   0.379960E+00   0.393236E+03   0.899448E+02   0.701021E+15   0.144110E+36   0.127166E+04   0.192173E+03   0.303265E+00
   0.262440E+01   0.388411E+00   0.404057E+03   0.966615E+02   0.720313E+15   0.154871E+36   0.128915E+04   0.193864E+03   0.316919E+00
   0.268278E+01   0.397051E+00   0.415273E+03   0.103760E+03   0.740307E+15   0.166244E+36   0.130722E+04   0.195543E+03   0.330841E+00
   0.274245E+01   0.405883E+00   0.426901E+03   0.111252E+03   0.761036E+15   0.178249E+36   0.132588E+04   0.197210E+03   0.345017E+00
   0.280346E+01   0.414911E+00   0.438958E+03   0.119154E+03   0.782530E+15   0.190908E+36   0.134513E+04   0.198866E+03   0.359434E+00
   0.286582E+01   0.424141E+00   0.451464E+03   0.127479E+03   0.804825E+15   0.204247E+36   0.136498E+04   0.200512E+03   0.374079E+00
   0.292956E+01   0.433575E+00   0.464438E+03   0.136243E+03   0.827954E+15   0.218288E+36   0.138541E+04   0.202150E+03   0.388939E+00
   0.299473E+01   0.443219E+00   0.477901E+03   0.145462E+03   0.851954E+15   0.233058E+36   0.140644E+04   0.203780E+03   0.404003E+00
   0.306134E+01   0.453078E+00   0.491873E+03   0.155152E+03   0.876862E+15   0.248584E+36   0.142806E+04   0.205402E+03   0.419260E+00
   0.312944E+01   0.463157E+00   0.506377E+03   0.165331E+03   0.902719E+15   0.264894E+36   0.145028E+04   0.207019E+03   0.434699E+00
   0.319905E+01   0.473459E+00   0.521436E+03   0.176018E+03   0.929564E+15   0.282017E+36   0.147310E+04   0.208630E+03   0.450312E+00
   0.327021E+01   0.483990E+00   0.537073E+03   0.187232E+03   0.957441E+15   0.299984E+36   0.149653E+04   0.210237E+03   0.466088E+00
   0.334295E+01   0.494756E+00   0.553314E+03   0.198994E+03   0.986393E+15   0.318828E+36   0.152056E+04   0.211840E+03   0.482020E+00
   0.341731E+01   0.505761E+00   0.570184E+03   0.211324E+03   0.101647E+16   0.338584E+36   0.154521E+04   0.213441E+03   0.498100E+00
   0.349332E+01   0.517011E+00   0.587710E+03   0.224245E+03   0.104771E+16   0.359286E+36   0.157048E+04   0.215040E+03   0.514320E+00
   0.357103E+01   0.528512E+00   0.605919E+03   0.237781E+03   0.108017E+16   0.380973E+36   0.159637E+04   0.216639E+03   0.530672E+00
   0.365046E+01   0.540268E+00   0.624842E+03   0.251956E+03   0.111391E+16   0.403684E+36   0.162290E+04   0.218237E+03   0.547152E+00
   0.373166E+01   0.552285E+00   0.644509E+03   0.266796E+03   0.114897E+16   0.427461E+36   0.165006E+04   0.219836E+03   0.563752E+00
   0.381466E+01   0.564570E+00   0.664950E+03   0.282328E+03   0.118541E+16   0.452346E+36   0.167787E+04   0.221436E+03   0.580468E+00
   0.389952E+01   0.577129E+00   0.686200E+03   0.298580E+03   0.122329E+16   0.478385E+36   0.170634E+04   0.223039E+03   0.597293E+00
   0.398626E+01   0.589966E+00   0.708292E+03   0.315582E+03   0.126267E+16   0.505625E+36   0.173548E+04   0.224644E+03   0.614224E+00
   0.407493E+01   0.603089E+00   0.731263E+03   0.333365E+03   0.130362E+16   0.534117E+36   0.176529E+04   0.226253E+03   0.631255E+00
   0.416557E+01   0.616504E+00   0.755149E+03   0.351961E+03   0.134620E+16   0.563912E+36   0.179579E+04   0.227865E+03   0.648383E+00
   0.425823E+01   0.630218E+00   0.779989E+03   0.371404E+03   0.139049E+16   0.595064E+36   0.182698E+04   0.229483E+03   0.665603E+00
   0.435295E+01   0.644236E+00   0.805824E+03   0.391731E+03   0.143654E+16   0.627632E+36   0.185888E+04   0.231105E+03   0.682912E+00
   0.444977E+01   0.658566E+00   0.832696E+03   0.412978E+03   0.148445E+16   0.661673E+36   0.189149E+04   0.232733E+03   0.700306E+00
   0.454875E+01   0.673215E+00   0.860648E+03   0.435184E+03   0.153428E+16   0.697251E+36   0.192484E+04   0.234368E+03   0.717783E+00
   0.464993E+01   0.688190E+00   0.889728E+03   0.458390E+03   0.158612E+16   0.734432E+36   0.195893E+04   0.236009E+03   0.735339E+00
   0.475337E+01   0.703498E+00   0.919982E+03   0.482638E+03   0.164005E+16   0.773282E+36   0.199378E+04   0.237657E+03   0.752972E+00
   0.485910E+01   0.719147E+00   0.951460E+03   0.507973E+03   0.169617E+16   0.813874E+36   0.202940E+04   0.239313E+03   0.770678E+00
   0.496718E+01   0.735143E+00   0.984215E+03   0.534442E+03   0.175456E+16   0.856283E+36   0.206580E+04   0.240976E+03   0.788456E+00
   0.507767E+01   0.751495E+00   0.101830E+04   0.562093E+03   0.181532E+16   0.900585E+36   0.210300E+04   0.242648E+03   0.806303E+00
   0.519062E+01   0.768212E+00   0.105377E+04   0.590977E+03   0.187856E+16   0.946863E+36   0.214101E+04   0.244329E+03   0.824217E+00
   0.530608E+01   0.785299E+00   0.109069E+04   0.621147E+03   0.194437E+16   0.995202E+36   0.217985E+04   0.246019E+03   0.842196E+00
   0.542410E+01   0.802767E+00   0.112911E+04   0.652659E+03   0.201287E+16   0.104569E+37   0.221954E+04   0.247719E+03   0.860238E+00
   0.554476E+01   0.820624E+00   0.116911E+04   0.685571E+03   0.208417E+16   0.109842E+37   0.226008E+04   0.249428E+03   0.878342E+00
   0.566809E+01   0.838878E+00   0.121074E+04   0.719943E+03   0.215839E+16   0.115349E+37   0.230151E+04   0.251147E+03   0.896505E+00
   0.579417E+01   0.857538E+00   0.125408E+04   0.755840E+03   0.223565E+16   0.121101E+37   0.234383E+04   0.252877E+03   0.914726E+00
   0.592306E+01   0.876613E+00   0.129920E+04   0.793326E+03   0.231609E+16   0.127107E+37   0.238706E+04   0.254618E+03   0.933003E+00
   0.605481E+01   0.896112E+00   0.134618E+04   0.832472E+03   0.239983E+16   0.133379E+37   0.243123E+04   0.256369E+03   0.951336E+00
   0.618949E+01   0.916045E+00   0.139509E+04   0.873350E+03   0.248703E+16   0.139928E+37   0.247634E+04   0.258132E+03   0.969722E+00
   0.632717E+01   0.936421E+00   0.144602E+04   0.916035E+03   0.257782E+16   0.146767E+37   0.252243E+04   0.259907E+03   0.988161E+00
